OBJECTID,INDEX,ACCNUM,DATE,TIME,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,DIVISION,x,y
637,80783699,,10/5/2017 4:00:00 AM,331,YONGE ST,LAWRENCE AVE W,100 m North ,Major Arterial,North York,43.725344,-79.40224,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,49,West,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,105,Lawrence Park North,105,Lawrence Park North (105),D32,628689.486176089,4842607.59675139
638,80784510,,10/18/2017 4:00:00 AM,906,COWAN AVE,KING  ST W,,Major Arterial,Toronto and East York,43.63795,-79.431827,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,35 to 39,Fatal,50,East,Bicycle,Going Ahead,,,,,,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal,,Yes,Yes,,,Yes,,,,Yes,,,,85,South Parkdale,85,South Parkdale (85),D14,626489.941340441,4832855.78909353
639,80785438,,10/31/2017 4:00:00 AM,2223,STEELES AVE W,KEELE ST,,Major Arterial,Etobicoke York,43.781508,-79.494464,At Intersection,Traffic Signal,Other,Dark,Other,Fatal,Turning Movement,Passenger,45 to 49,Fatal,51,,,,,,,,,,,,,,Yes,,,,,Yes,,Yes,,,,27,York University Heights,27,York University Heights (27),D31,621147.982825666,4848706.35557874
640,80787040,,11/2/2017 4:00:00 AM,840,161 THE WEST MALL,,,Minor Arterial,Etobicoke York,43.621218,-79.560214,Non Intersection,No Control,,Daylight,,Fatal,Approaching,Driver,35 to 39,Fatal,52,North,"Automobile, Station Wagon",Going Ahead,Lost control,Normal,,,,,,,,,Yes,,,,,,Yes,Yes,,,,159,Etobicoke City Centre,14,Islington-City Centre West (14),D22,616166.295517431,4830809.8584025
641,80787041,,11/10/2017 5:00:00 AM,2233,WARDEN AVE,WAYNE AVE,147 M North,Major Arterial,Scarborough,43.738906,-79.292102,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,53,West,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,119,Wexford/Maryvale,119,Wexford/Maryvale (119),D41,637529.4558651,4844290.78899481
642,80789133,,11/24/2017 5:00:00 AM,1148,SHEPPARD AVE E,VICTORIA PARK AVE,,Major Arterial,Scarborough,43.775355,-79.322238,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,54,South,Passenger Van,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,Yes,,,,,,,,,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),D42,635020.703519978,4848289.41835894
643,81070509,,11/28/2017 5:00:00 AM,1212,EDITH DR,ORCHARD VIEW BLVD,,Collector,North York,43.707171,-79.40327,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,56,East,,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,,,,Yes,,Yes,,,,,,,Yes,,,,100,Yonge-Eglinton,100,Yonge-Eglinton (100),D53,628645.407979794,4840587.6272763
644,80790894,,12/1/2017 5:00:00 AM,2330,BIRCHMOUNT RD,MERRYFIELD DR,,Major Arterial,Scarborough,43.751868,-79.286601,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,55,East,,,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,126,Dorset Park,126,Dorset Park (126),D41,637942.65518868,4845739.56096369
645,80793709,,12/3/2017 5:00:00 AM,1253,PRICE ST,YONGE ST,75 m East,Local,Toronto and East York,43.679961,-79.389858,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,63,South,,,,,Vehicle is reversing and hits pedestrian,Other,Normal,,,,Yes,,Yes,,,,,,,,,,,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),D53,629784.679980693,4837586.4802332
646,80790064,,12/15/2017 5:00:00 AM,1237,CHURCH ST,WELLINGTON ST E,,Minor Arterial,Toronto and East York,43.648543,-79.373821,At Intersection,Traffic Signal,Other,Daylight,Other,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,57,South,,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Unknown,,,,Yes,,,,Yes,,,,,Yes,,,,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),D51,631145.743940597,4834122.31088013
647,80790885,,12/17/2017 5:00:00 AM,41,KINGSTON RD,GUILDWOOD PKWY,,Major Arterial,Scarborough,43.749583,-79.20592,At Intersection,Traffic Signal,Other,Dark,Other,Fatal,SMV Other,Driver,50 to 54,Fatal,58,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Unknown,,,,,,,,,Yes,,,,,,Yes,Yes,,,,140,Guildwood,140,Guildwood (140),D43,644443.713058829,4845623.31063178
648,80790886,,12/18/2017 5:00:00 AM,1735,EGLINTON AVE W,WESTON RD,,Major Arterial,Etobicoke York,43.685427,-79.495136,Non Intersection,No Control,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,59,South,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,115,Mount Dennis,115,Mount Dennis (115),D12,621287.708669145,4838034.20017964
649,80790888,,12/20/2017 5:00:00 AM,1139,COLLEGE ST,OSSINGTON AVE,,Major Arterial,Toronto and East York,43.654326,-79.422664,At Intersection,Traffic Signal,Other,Daylight,Other,Fatal,Cyclist Collisions,Cyclist,45 to 49,Fatal,60,West,Bicycle,Other,,,,,,Insufficient information (to determine cyclist crash type).,Driving Properly,Other,,Yes,,,Yes,,,,,,,,,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81),D14,627194.475525631,4834688.56000643
650,80790890,,12/20/2017 5:00:00 AM,1845,PASSMORE AVE,MAYBROOK DR,,Collector,Scarborough,43.827811,-79.262767,Non Intersection,No Control,Other,Daylight,Other,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,61,South,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,130,Milliken,130,Milliken (130),D42,639684.477122882,4854214.2097536
651,80790892,,12/21/2017 5:00:00 AM,1528,KINGSTON RD,WARDEN AVE,,Major Arterial,Scarborough,43.687686,-79.270885,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,62,South,,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown,,,,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),D41,639356.661189649,4838637.5035173
652,80792372,,1/1/2018 5:00:00 AM,125,BAYVIEW AVE,POTTERY RD,403 m N of,Major Arterial,North York,43.692008,-79.361987,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,35 to 39,Fatal,1,South,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Unknown,,,,,,,,,Yes,,,,,,Yes,Yes,,,,56,Leaside-Bennington,56,Leaside-Bennington (56),D53,632004.803915709,4838968.45672539
653,80792367,,1/2/2018 5:00:00 AM,1718,BRIMLEY RD,HEATHER RD,,Major Arterial,Scarborough,43.790507,-79.269923,Intersection Related,No Control,Clear,"Dusk, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,2,West,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,129,Agincourt North,129,Agincourt North (129),D42,639195.715937424,4850058.93460731
654,80792943,,1/5/2018 5:00:00 AM,1145,SHEPPARD ST,ADELAIDE ST W,,Major Arterial,Toronto and East York,43.649542,-79.382091,At Intersection,Traffic Signal,Other,Daylight,Other,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,6,North,,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,,,,Yes,,Yes,,,,,,,Yes,,,,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),D52,630476.626625187,4834220.22680554
655,80792369,,1/7/2018 5:00:00 AM,1816,EGLINTON AVE W,ROYAL YORK RD,,Major Arterial,Etobicoke York,43.68162,-79.52972,Non Intersection,Traffic Signal,Other,Daylight,Other,Fatal,Approaching,Driver,85 to 89,Fatal,3,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,,,,,,,,,Yes,,,,,,,Yes,,Yes,,9,Edenbridge-Humber Valley,9,Edenbridge-Humber Valley (9),D22,618507.810793688,4837561.38552015
656,80792371,,1/7/2018 5:00:00 AM,2151,STEELES AVE E,EASTVALE  DR,E of,Major Arterial,Scarborough,43.837935,-79.245151,Intersection Related,No Control,Other,Dark,Other,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,4,North,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,144,Morningside Heights,131,Rouge (131),D42,641077.071542017,4855368.55014014
657,80792380,,1/9/2018 5:00:00 AM,1817,EGLINTON AVE E,ROSEMOUNT DR,W of,Major Arterial,Scarborough,43.730475,-79.275096,Non Intersection,No Control,Clear,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,5,North,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,125,Ionview,125,Ionview (125),D41,638918.383769665,4843382.77212063
658,80793625,,1/15/2018 5:00:00 AM,1520,23 IANHALL RD,,,Local,North York,43.727904,-79.488223,Non Intersection,No Control,Snow,Daylight,Loose Snow,Fatal,Pedestrian Collisions,Pedestrian,5 to 9,Fatal,7,Unknown,,,,,Pedestrian hit at mid-block,Person Getting on/off Vehicle,Normal,,,,Yes,,Yes,,,,,,,,,,,155,Downsview,26,Downsview-Roding-CFB (26),D31,621758.851410084,4842761.99316917
659,80793624,,1/24/2018 5:00:00 AM,1150,WARDEN AVE,BAMBURGH CRCL,195 m South,Major Arterial,Scarborough,43.81428,-79.324542,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,8,West,,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,Yes,,,116,Steeles,116,Steeles (116),D42,634747.76501691,4852608.90163944
660,80793690,,2/2/2018 5:00:00 AM,943,FINCH AVE W,ARDWICK BLVD,,Major Arterial,Etobicoke York,43.747714,-79.562267,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,9,North,,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,22,Humbermede,22,Humbermede (22),D31,615757.109453407,4844856.04952693
661,80792373,,2/17/2018 5:00:00 AM,2319,3230 BAYVIEW AVE,,,Major Arterial,North York,43.788287,-79.392772,Non Intersection,No Control,,Dark,,Fatal,SMV Other,Driver,45 to 49,Fatal,10,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Unknown,,,,,,,,,Yes,,,,,,Yes,Yes,,,,49,Bayview Woods-Steeles,49,Bayview Woods-Steeles (49),D33,629316.422476781,4849613.10742931
662,80793691,,2/20/2018 5:00:00 AM,1645,BATHURST ST,ELLERSLIE AVE,,Major Arterial,North York,43.765391,-79.440891,At Intersection,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,11,West,,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,,,Yes,,,,,Yes,,,,37,Willowdale West,37,Willowdale West (37),D32,625492.654753309,4846996.10927508
663,80793692,,2/21/2018 5:00:00 AM,1838,37 WILLIAM KITCHEN RD,,,Collector,Scarborough,43.773322,-79.282741,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,12,North,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,,,Yes,,,,,,,,,126,Dorset Park,126,Dorset Park (126),D41,638204.008543339,4848128.79341138
664,80793697,,2/27/2018 5:00:00 AM,1530,CANONGATE TRL,OCKWELL MANOR  DR,,Collector,Scarborough,43.818522,-79.306857,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,10 to 14,Fatal,13,East,,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,,,,Yes,,Yes,,,,,,,,,,,116,Steeles,116,Steeles (116),D42,636160.443467585,4853109.00011147
665,80793696,,3/2/2018 5:00:00 AM,1914,GREENCEDAR CRCT,DAPHNE RD,,Collector,Scarborough,43.756827,-79.22932,At Intersection,No Control,Other,Dark,Other,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,14,North,,,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),D43,642542.524897304,4846387.32717486
666,80875495,,3/15/2018 4:00:00 AM,226,COLLEGE ST,HURON ST,,Major Arterial,Toronto and East York,43.658187,-79.398158,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,15,West,,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,Yes,,Yes,,78,Kensington-Chinatown,78,Kensington-Chinatown (78),D52,629162.351753424,4835155.23106077
667,80875489,,3/21/2018 4:00:00 AM,331,F G GARDINER XY  W,ROYAL YORK RD,,,Etobicoke York,43.623107,-79.499957,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Rear End,Passenger,25 to 29,Fatal,16,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),D22,621024.264089957,4831105.72205218
668,80875565,,3/28/2018 4:00:00 AM,1749,MOUNT PLEASANT RD,CARSTOWE RD,,Major Arterial,Toronto and East York,43.68439,-79.383662,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,35 to 39,Fatal,17,North,Motorcycle,Going Ahead,Improper Passing,Normal,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),D53,630274.523945585,4838088.09557654
669,80875566,,3/29/2018 4:00:00 AM,1221,WILSON AVE,JULIAN RD,,Major Arterial,North York,43.724532,-79.491092,Intersection Related,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,18,North,,,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,Yes,,,,,,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),D31,621534.598531714,4842383.27325625
670,80875568,,4/13/2018 4:00:00 AM,1512,JANE ST,BEVERLY HILLS DR,,Major Arterial,Etobicoke York,43.719008,-79.508113,At Intersection,Traffic Signal,,Daylight,,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,19,South,,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,Yes,,,,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),D31,620174.679313735,4841744.93490308
671,80877056,,4/21/2018 4:00:00 AM,2341,SEWELLS RD,HUPFIELD TRL,,Minor Arterial,Scarborough,43.814105,-79.213535,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,25 to 29,Fatal,20,East,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,,,,,,,,,Yes,,,,,,Yes,Yes,,,,146,Malvern East,132,Malvern (132),D42,643675.960408781,4852776.25315393
672,80877067,,4/23/2018 4:00:00 AM,20,FINCH AVE W,SIGNET DR,,Major Arterial,Etobicoke York,43.753218,-79.53622,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Angle,Driver,40 to 44,Fatal,21,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal,,,,,,,,,Yes,,,,,,Yes,Yes,Yes,,,22,Humbermede,22,Humbermede (22),D31,617843.461084597,4845504.07510567
673,80877057,,5/4/2018 4:00:00 AM,2354,DIXON RD,27 S DIXON W RAMP,,Major Arterial,Etobicoke York,43.688479,-79.583987,Overpass or Bridge,No Control,,Dark,,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,22,North,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,614120.732634333,4838247.06146639
674,80877083,,5/15/2018 4:00:00 AM,935,YONGE ST,LAWRENCE AVE E,,Major Arterial,North York,43.725032,-79.402156,At Intersection,Traffic Signal,,Daylight,,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,24,Unknown,,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,,,,,Yes,,Yes,,,,,,,Yes,,,,103,Lawrence Park South,103,Lawrence Park South (103),D53,628696.920036001,4842573.07510288
675,80941373,,5/15/2018 4:00:00 AM,1558,LAKE SHORE BV W,COLBORNE LODGE DR,,Major Arterial,Toronto and East York,43.637709,-79.458881,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,35 to 39,Fatal,30,South,Bicycle,Going Ahead,,,,,,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal,,Yes,Yes,,,,,,,Yes,Yes,,,85,South Parkdale,85,South Parkdale (85),D11,624308.222669175,4832788.15110836
676,80877078,,5/15/2018 4:00:00 AM,2237,LAKE SHORE BLVD W,THIRTEENTH ST,,Major Arterial,Etobicoke York,43.599005,-79.512874,Intersection Related,No Control,,Dark,,Fatal,Sideswipe,Passenger,25 to 29,Fatal,23,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,18,New Toronto,18,New Toronto (18),D22,620030.038090295,4828410.15710141
677,80943473,,5/16/2018 4:00:00 AM,800,JONES AVE,DUNDAS ST E,,Minor Arterial,Toronto and East York,43.666098,-79.334277,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,50 to 54,Fatal,25,West,Bicycle,Going Ahead,,,,,,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Driving Properly,Normal,,Yes,,,Yes,,,,,Yes,,,,70,South Riverdale,70,South Riverdale (70),D55,634295.725789486,4836135.28125146
678,80877081,,5/20/2018 4:00:00 AM,2307,WILSON AVE,401 C W WILSON AV RAMP,,Major Arterial,Etobicoke York,43.736342,-79.438586,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Approaching,Driver,40 to 44,Fatal,26,West,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,Inattentive,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,33,Clanton Park,33,Clanton Park (33),D32,625739.001753565,4843773.28401412
679,80944444,,5/29/2018 4:00:00 AM,934,STEELES AVE E,KENNEDY RD,,Major Arterial,Scarborough,43.823569,-79.307048,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Other,Passenger,80 to 84,Fatal,29,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,116,Steeles,116,Steeles (116),D42,636133.611659461,4853669.23767376
680,80943990,,5/30/2018 4:00:00 AM,329,MARTIN GROVE RD,VULCAN ST,,Major Arterial,Etobicoke York,43.705172,-79.577121,At Intersection,Traffic Signal,,Dark,,Fatal,Turning Movement,Motorcycle Driver,20 to 24,Fatal,27,South,Motorcycle,Going Ahead,Exceeding Speed Limit,Unknown,,,,,,,,,,Yes,Yes,,,,Yes,Yes,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,614642.274012056,4840110.51522379
681,80943991,,6/2/2018 4:00:00 AM,1903,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,,Major Arterial,North York,43.630515,-79.427158,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Motorcycle Driver,50 to 54,Fatal,28,East,Motorcycle,Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,Yes,,,,,,,,,,163,Fort York-Liberty Village,82,Niagara (82),D14,626882.195897255,4832037.16358716
682,80944447,,6/11/2018 4:00:00 AM,1500,DUFFERIN ST,BRIAR HILL AVE,,Major Arterial,North York,43.702281,-79.452075,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,31,North,,,,,Unknown,Crossing with right of way,,,,,Yes,,Yes,,,,,,Yes,Yes,Yes,,,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),D13,624723.389007337,4839969.9448654
683,80944450,,6/12/2018 4:00:00 AM,1204,ST GEORGE ST,BLOOR ST W,,Major Arterial,Toronto and East York,43.667445,-79.399799,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,55 to 59,Fatal,32,South,Bicycle,Going Ahead,,,,,,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Other,Unknown,,Yes,,,Yes,,,,,,,,,79,University,79,University (79),D52,629010.198815492,4836180.90178612
684,80944448,,6/14/2018 4:00:00 AM,558,ST CLAIR AVE E,DANFORTH RD,,Major Arterial,Scarborough,43.716773,-79.259883,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,55 to 59,Fatal,33,West,Motorcycle,Going Ahead,Driving Properly,Unknown,,,,,,,,,Yes,Yes,,,,,,Yes,,,,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),D41,640175.5610129,4841886.58100199
685,80945877,,6/23/2018 4:00:00 AM,1259,EGLINTON AVE W,CASTLE KNOCK RD,,Major Arterial,North York,43.703868,-79.411601,At Intersection,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,34,Unknown,,,,,Other / Undefined,Running onto Roadway,Had Been Drinking,,,,Yes,,Yes,,,,,,,,,,,101,Forest Hill South,101,Forest Hill South (101),D53,627981.217904966,4840207.8880795
686,80948655,,6/29/2018 4:00:00 AM,123,STEELES AVE W,KIPLING AVE,,Major Arterial,Etobicoke York,43.759535,-79.589862,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,35,Unknown,,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,,Yes,Yes,,,,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),D23,613512.970581188,4846130.75353532
687,80948656,,7/25/2018 4:00:00 AM,45,DORIS AVE,HOLMES AVE,42 m South,Minor Arterial,North York,43.777663,-79.413097,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Fatal,SMV Other,Driver,20 to 24,Fatal,36,North,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Unknown,,,,,,,,,Yes,,,,,,Yes,Yes,,,,151,Yonge-Doris,51,Willowdale East (51),D32,627703.691454893,4848401.59640851
688,80948669,,7/26/2018 4:00:00 AM,58,EGLINTON AVE W,MARLEE AVE,,Major Arterial,North York,43.69797,-79.439349,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,37,South,,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown,,,,Yes,,,,Yes,,,,,Yes,,,,107,Oakwood Village,107,Oakwood Village (107),D13,625757.802852946,4839510.37200797
689,80948658,,7/29/2018 4:00:00 AM,1029,144 NORSEMAN ST,,,Collector,Etobicoke York,43.633887,-79.520046,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Motorcycle Driver,45 to 49,Fatal,38,East,Motorcycle,Going Ahead,Lost control,Unknown,,,,,,,,,,Yes,,,,,,,,,,159,Etobicoke City Centre,14,Islington-City Centre West (14),D22,619382.116498378,4832273.88825811
